x,y
0,53.7550582885742
1,56.1834716796875
2,58.9529647827148
3,64.1591873168945
4,71.378532409668
5,82.9958038330078
6,102.410919189453
7,140.960922241211
8,246.753143310547
9,1321.00146484375
10,349.026336669922
11,148.2861328125
12,91.8284225463867
13,65.5835647583008
14,49.7040977478027
15,39.8389358520508
16,33.1344909667969
17,27.6535625457764
18,24.4300289154053
19,20.8851432800293
20,19.0174751281738
21,17.5837459564209
22,15.5589237213135
23,14.0471801757812
24,12.6578531265259
25,12.0479927062988
26,10.9731283187866
27,10.415488243103
28,9.82167434692383
29,8.88670921325684
30,8.84399318695068
31,7.98784780502319
32,7.63862037658691
33,7.17804098129272
34,6.70501375198364
35,6.47090482711792
36,6.17920303344727
37,5.9167537689209
38,5.15528869628906
39,5.7326226234436
40,4.95808553695679
41,4.91764688491821
42,4.95566749572754
43,4.46503686904907
44,4.36633539199829
45,4.39174747467041
46,4.28317260742188
47,4.41712427139282
48,4.34762525558472
49,3.64542555809021
50,3.79863309860229
51,3.55733942985535
52,3.60604310035706
53,3.38361024856567
54,3.47766542434692
55,3.15686726570129
56,3.10969376564026
57,2.9397451877594
58,2.93534922599792
59,2.65065717697144
60,2.7201189994812
61,2.60065484046936
62,2.93412160873413
63,2.81290602684021
64,2.41338062286377
65,2.49520611763
66,3.04173302650452
67,2.66789555549622
68,2.58716797828674
69,2.4955427646637
70,2.30911111831665
71,2.19352746009827
72,2.3238570690155
73,2.32269144058228
74,2.22306680679321
75,2.34975123405457
76,2.28269076347351
77,2.15044760704041
78,1.91413640975952
79,2.15936517715454
80,2.20317602157593
81,2.33674764633179
82,1.68234181404114
83,2.21044874191284
84,2.12551665306091
85,2.07642650604248
86,1.9474436044693
87,1.9781619310379
88,1.7564457654953
89,1.8495876789093
90,1.77326333522797
91,1.66741704940796
92,1.76900827884674
93,1.79271829128265
94,1.66616880893707
95,1.66340351104736
96,1.69041728973389
97,1.82421493530273
98,1.30831050872803
99,1.58976471424103
100,1.46074652671814
101,1.40675842761993
102,1.33904588222504
103,1.57541751861572
104,1.57418930530548
105,1.38957667350769
106,1.49705708026886
107,1.6423751115799
108,1.18391156196594
109,1.58620691299438
110,1.60503137111664
111,1.43919777870178
112,1.43738031387329
113,1.36185264587402
114,1.10716044902802
115,1.23069095611572
116,1.43720006942749
117,1.55024480819702
118,1.56136405467987
119,1.51765775680542
120,1.45635592937469
121,1.44715416431427
122,1.38733386993408
123,1.21875512599945
124,1.37504971027374
125,0.801150858402252
126,1.0869642496109
127,1.26584589481354
128,1.15046787261963
129,1.10056293010712
130,1.36472141742706
131,1.29606008529663
132,0.997898876667023
133,1.2072149515152
