x,y
0,21.1410579681396
1,21.1482753753662
2,21.8558044433594
3,21.8877429962158
4,22.7086658477783
5,23.1466808319092
6,23.5786590576172
7,24.510778427124
8,25.3078327178955
9,26.9328727722168
10,28.0204830169678
11,30.197639465332
12,32.8066825866699
13,34.9990119934082
14,38.9552307128906
15,43.5416412353516
16,49.9849548339844
17,58.4007835388184
18,71.3388748168945
19,92.5813674926758
20,133.034774780273
21,237.931091308594
22,1309.14428710938
23,364.168182373047
24,158.463882446289
25,100.813598632812
26,73.6019821166992
27,57.6709823608398
28,47.3316230773926
29,39.921142578125
30,34.7674865722656
31,30.6799564361572
32,27.220630645752
33,24.5650634765625
34,22.6109218597412
35,20.8011112213135
36,19.1598072052002
37,17.86598777771
38,16.5883197784424
39,15.4997034072876
40,14.3441143035889
41,14.1766738891602
42,13.2371244430542
43,11.8900871276855
44,11.8587675094604
45,11.3618488311768
46,10.956148147583
47,10.6856908798218
48,9.4285192489624
49,9.61183643341064
50,9.36665725708008
51,8.67439460754395
52,8.48911762237549
53,8.28571319580078
54,8.50268745422363
55,7.7149920463562
56,7.27510976791382
57,7.24321985244751
58,7.35419797897339
59,6.78286266326904
60,6.63517141342163
61,6.53519582748413
62,6.32344532012939
63,6.52545213699341
64,5.9893798828125
65,5.67114734649658
66,5.40020895004272
67,5.74352359771729
68,5.44356155395508
69,5.8361029624939
70,5.34124612808228
71,5.34582138061523
72,5.15476036071777
73,4.80955362319946
74,5.00024557113647
75,5.03300046920776
76,5.09762811660767
77,4.76285934448242
78,4.83379602432251
79,4.80207777023315
80,4.82331609725952
81,4.08327484130859
82,4.30476999282837
83,4.32693386077881
84,4.37834024429321
85,3.99488592147827
86,4.1779351234436
87,3.37392234802246
88,4.05584335327148
89,3.95525670051575
90,4.04970407485962
91,3.65479207038879
92,3.68755769729614
93,3.72599506378174
94,3.81383609771729
95,3.41636252403259
96,3.32949042320251
97,3.24108791351318
98,3.32175946235657
99,3.77664494514465
100,3.45250630378723
101,3.25316739082336
102,3.37286877632141
103,3.4657096862793
104,3.45144248008728
105,3.11894345283508
106,3.20431208610535
107,3.19704246520996
108,3.12679243087769
109,3.00858497619629
110,2.98525667190552
111,3.0864315032959
112,3.09295105934143
113,3.34651064872742
114,2.74269008636475
115,2.79981350898743
116,2.91896271705627
117,2.71123933792114
118,2.9357283115387
119,2.5892448425293
120,2.90641164779663
121,2.86669278144836
122,2.55184602737427
123,2.64034008979797
124,2.603670835495
125,2.33119750022888
126,2.70511317253113
127,2.38954567909241
128,2.30556893348694
129,2.54864549636841
130,2.4623601436615
131,2.24384379386902
132,2.69864416122437
133,2.49111580848694
134,2.47901344299316
135,2.49904894828796
136,2.60600996017456
137,2.20024061203003
138,1.94942665100098
139,2.56328272819519
140,2.40175867080688
141,2.43847393989563
142,2.24626779556274
143,2.82034659385681
144,2.19339537620544
145,2.25896668434143
146,2.35558199882507
147,1.88042962551117
148,2.55385971069336
149,2.08561563491821
150,2.47945976257324
151,2.22243094444275
152,2.45647144317627
153,2.2509069442749
154,2.37830996513367
155,1.89295876026154
156,2.31032824516296
157,1.48242104053497
158,1.86262369155884
159,2.16736340522766
160,1.96142637729645
161,2.05453634262085
